,name,summonerIds,accountIds,totalChampScores,Champ1,Champ1Points,Champ2,Champ2Points,Champ3,Champ3Points,rank
768,Holymouth,84871714,237590198,142,61,23808,10,19808,9,12925,GOLD
769,ICanOnlyUseAshe,51012646,213932507,147,131,63237,61,47813,103,46668,GOLD
770,Tyler123hehexd,80919258,235287288,180,33,86482,119,47692,32,35310,GOLD
771,Xerem,22766571,36670015,428,412,109817,238,70209,16,59796,SILVER
772,DeathHammer12345,28999525,43277082,301,236,67557,18,57406,81,38039,GOLD
773,InFANiTy,51076710,213850132,244,89,191552,222,158282,32,132029,GOLD
774,UhManDuh,55803879,217852019,191,412,282671,92,245328,106,201099,GOLD
775,Stev0 gotta gun,43495797,205967716,376,59,394108,131,120852,60,87421,PLATINUM
776,ToxicBear,34666170,49220521,271,25,242478,99,223442,412,92903,GOLD
777,Pimpkilla11,69522751,229924770,128,21,1808800,22,288152,31,68179,GOLD
778,czCastor,23271846,37315183,123,83,89759,110,16073,32,10968,GOLD
779,TrickyJ 23,32169203,46904107,347,59,215998,80,175356,31,111379,PLATINUM
780,WhySoSirius,46252969,209406251,252,150,188008,222,105213,157,88824,SILVER
781,krakentown,28679775,41816026,319,53,76269,25,70133,89,68188,SILVER
782,SCIECNE,24933023,39159862,375,202,162706,245,128497,99,94174,GOLD
783,Wolfgod Invasion,24988989,39486235,143,133,144290,5,129867,37,62603,GOLD
784,FeckinBetch,34593229,48957124,66,85,138363,111,15847,498,8508,SILVER
785,Angemon,356759,383592,160,432,79499,497,36327,267,36036,SILVER
786,N1Victim,88049142,232189674,150,53,47402,163,31423,497,25858,SILVER
787,Kashinji,19718654,32412538,283,202,158447,222,146918,245,103220,SILVER
788,Ragingflare,76991888,233798707,179,75,59564,2,46199,33,35774,SILVER
789,DENNIS527,69991237,230059224,217,126,111276,27,95475,17,75696,SILVER
790,Takeda Shinjen,68282324,229166068,198,157,382221,86,50877,105,43312,BRONZE
791,EliteLegend2,83532112,237024620,126,5,33660,91,27679,19,12107,BRONZE
792,MuskieMystic,21641765,35107887,320,113,203342,106,150954,117,124742,BRONZE
793,The420thEskimoII,64907701,227122428,95,110,467481,11,142843,126,70032,BRONZE
794,Njordr,23494343,37593885,124,79,30401,83,26690,32,23301,BRONZE
795,InfernoBlazeKJ,76200379,233217322,331,238,104045,157,79237,64,46309,BRONZE
796,Iam3Times7,66561853,228093084,145,90,193029,420,171969,91,85585,BRONZE
797,Gawktopus,70422060,230540978,175,432,267520,1,138395,201,134689,BRONZE
798,xBlackGesuSx,76671849,233629830,427,53,59026,115,56218,45,46816,BRONZE
799,CaptialPain,66763592,228343507,344,75,199913,111,64212,24,53309,BRONZE
800,Oinkly,70079315,230221339,307,150,328866,78,150534,76,118950,GOLD
801,BlackSh22p,29569103,43684466,415,238,177721,53,69940,412,58147,GOLD
802,Mao ZÃ©dong,63959644,226565944,399,67,85418,81,69381,236,60077,GOLD
803,AwesomeAlvin,67600934,228849474,393,11,306478,157,81158,44,75528,GOLD
804,Peppyjack,44062454,206665419,137,67,58953,92,40261,81,34287,GOLD
805,thanksforlpez,87002434,238164727,108,79,26816,53,18265,41,15202,GOLD
806,4Routsen,24510742,38873455,372,236,139210,67,76950,81,75472,PLATINUM
807,Izanagima,83300441,236775645,58,50,52829,25,25554,61,21921,SILVER
808,ZeroKiting C,47038972,210076751,334,64,76954,412,54516,4,50981,GOLD
809,migsilog45,51774336,214644439,296,236,71807,412,59213,18,36502,GOLD
810,Poppysicle,51493146,214297006,286,86,94089,432,84335,34,81025,SILVER
811,CanIGetUhh,78609133,234228553,336,202,171410,43,93204,412,70161,SILVER
812,Apollwnas,22333185,36066486,209,98,222268,9,77618,67,42601,GOLD
813,ThePredictor,31963150,46711553,192,238,86398,67,53298,236,47394,SILVER
814,Metamorphosed,50185615,212872072,122,53,677696,25,543425,34,512510,SILVER
815,WutsAsummoner,25264697,39759619,144,89,188915,25,176740,53,116724,SILVER
816,FlyingWendigo,43927117,206422609,260,222,885641,22,193575,16,174613,GOLD
817,DaGhost0593,35489783,50096717,300,103,345159,7,150052,99,122493,SILVER
818,Conqueris,38740427,45555455,333,35,285350,266,92664,23,68503,SILVER
819,stealthalpha,37551641,51348874,190,64,201460,238,80497,4,60002,SILVER
820,Gloy,33381521,48119243,380,67,96478,245,76497,119,71796,PLATINUM
821,Emperor Afk,52323226,215138984,395,119,129710,236,104936,157,97665,SILVER
822,Nocturnalcalm,44344318,207251490,214,44,77566,236,61168,86,57044,SILVER
823,Irieze,67013801,228586217,450,157,105778,41,82077,78,72186,GOLD
824,Elastin9,20779369,33724715,113,61,26511,45,14811,412,14254,SILVER
825,TrikkYY,44910332,207575539,222,64,96169,107,56085,51,47298,SILVER
826,ThatLaffyTaffy,58741707,219786429,352,67,99904,55,92202,77,63839,SILVER
827,you should altf4,20444502,33414858,343,64,39445,99,27804,53,22670,SILVER
828,Miles115,37050575,200021110,377,254,97182,99,80336,21,74234,GOLD
829,Moe Amer,87499252,238393419,141,34,41283,112,22898,142,22391,GOLD
830,The DamageZ,21935436,35518939,116,115,13493,18,11613,21,10769,SILVER
831,PoopingBaby,36831522,51208924,177,105,253419,53,88538,64,69362,SILVER
832,G2FH,45361945,208162132,300,51,57619,67,55202,11,38566,SILVER
833,twalty22,50504682,213112519,469,64,159812,245,138578,412,106045,GOLD
834,Danai Boy,30443143,44592913,127,59,52866,238,35503,81,19296,GOLD
835,sploobie,67820042,228814537,468,79,140212,236,109146,64,77214,PLATINUM
836,myrdap,68119785,228877390,203,44,463687,53,426128,22,147784,GOLD
837,Pitr,43224893,205691522,126,64,116638,104,105051,61,17510,GOLD
838,TheHAND of God21,23998468,38227983,237,131,116507,98,115049,53,76431,GOLD
839,Queefy,34164580,48653206,233,26,587735,21,117973,115,52472,GOLD
840,FlashFire444,68121965,228968949,349,67,414118,102,385135,81,144030,PLATINUM
841,catattack64,67942333,228986685,287,92,997673,67,231341,99,77974,DIAMOND
842,Potato Paradox,45523421,208425276,371,67,208956,29,144682,64,91823,PLATINUM
843,Tubbie,23104955,37099270,487,67,140822,236,104401,412,75377,PLATINUM
844,NightmarÃª,75042251,232883617,98,4,212161,119,164241,1,58377,DIAMOND
845,Irisvel,55480650,217360908,365,64,81199,92,68004,41,50665,PLATINUM
846,Blayce,39625125,202489815,374,103,146573,81,85942,236,69399,DIAMOND
847,Epictarsier,65442369,227540288,550,432,182554,412,132065,122,87183,PLATINUM
848,Virllen,39231812,202126178,347,412,187287,201,124131,12,110722,PLATINUM
849,Nonos,31965490,46775131,124,67,307129,120,163294,29,83804,PLATINUM
850,TinKo5D,71690188,230984545,236,24,89032,22,83745,12,78616,SILVER
851,MinMyongMeow,69470617,229831066,456,99,283979,25,118069,50,103366,SILVER
852,deadman15,55319899,217333860,158,5,624530,11,112652,122,90818,SILVER
853,D0M1N8ER,38044913,201021413,244,157,159419,67,126675,64,62434,SILVER
854,jarjarAwakens,73013011,231739984,250,86,48344,19,26073,121,23825,BRONZE
855,NathanAshworth,76779646,233543028,138,86,265623,99,123840,89,96332,SILVER
856,lopez1029,79770555,234817969,208,223,127916,238,74566,101,67743,SILVER
857,bballmaster13,74780602,232651964,157,412,50421,497,23038,80,22652,BRONZE
858,OneTrickYasuoo,61835310,224838109,199,157,654304,238,109691,64,95867,SILVER
859,ADC YASU0,65123967,227382622,238,157,739456,22,245373,222,241696,SILVER
860,Skullripper25,21572150,34898086,336,122,403037,14,290542,86,230350,SILVER
861,Bromano,20785659,33898732,164,222,44081,36,44008,25,34513,SILVER
862,Jamesbbb,79429962,234712265,199,238,56594,8,55145,38,39971,SILVER
863,Sooooul,46563379,209659749,251,67,114829,99,83455,412,64263,SILVER
864,DiscoGecko,43147060,205751095,219,236,146627,222,133375,21,103831,SILVER
865,Sniff My Butt,39005824,201977870,359,27,560125,157,393695,429,170036,SILVER
866,Zer0 fk given,68953210,229528471,452,99,159646,222,116559,22,105720,SILVER
867,Kroeger,514709,541541,351,18,101753,11,94059,51,71884,GOLD
868,sairaus,23173053,37137586,305,59,136962,37,110327,202,53791,GOLD
869,Pk Skillz,45851560,208956686,56,119,602821,99,200213,412,176945,SILVER
870,Alp Fra,61906777,224857224,293,202,130221,203,75777,432,72432,BRONZE
871,gunderthunder69,72966204,231869736,134,22,215221,106,163560,45,131385,BRONZE
872,The God Breaker,29574707,43876207,269,81,21900,98,16498,86,15268,SILVER
873,CallMeMrMcnasty,53457036,216188928,171,99,129369,111,81256,86,59563,BRONZE
874,AldenRJ,73969190,232237048,100,245,166642,103,57738,13,29973,SILVER
875,popcornislife,65720745,227682070,208,157,89280,238,42924,64,40657,BRONZE
876,A Very Bad Jhin,34632834,43184343,395,202,107997,29,47178,110,32075,BRONZE
877,SynthesizedGod,47806280,210721740,249,25,90669,89,46831,53,46653,BRONZE
878,waanyf,82937963,236673756,83,222,100318,86,65757,53,51420,BRONZE
879,Semaj0,72660945,231489698,142,18,180587,22,126733,236,95360,BRONZE
880,MangoShqke,81331017,233468629,123,17,51493,150,28916,86,22345,BRONZE
881,GuiKirito,58703635,219844710,75,157,38262,238,8265,107,8027,BRONZE
882,Titty Spr1nkles,28431242,42568294,252,25,45891,12,43893,266,39581,BRONZE
883,DragonFire212,86960597,238089165,213,141,112985,161,71475,67,69051,SILVER
884,playboichino,84261406,237311628,153,11,100667,99,92642,202,92241,SILVER
885,Grokago,74510952,232491135,190,58,167438,110,129588,157,91478,SILVER
886,XDlelXDteemoftw,78559490,234202791,367,223,139430,53,113094,157,83202,SILVER
887,Leviathizz,64990145,226841518,218,55,509798,8,290185,245,217987,SILVER
888,UsgUnknown,45580074,208320812,144,16,20740,119,20111,59,16067,BRONZE
889,Despi101,56007702,217988876,266,67,42755,75,40502,8,36098,BRONZE
890,DeÃ¡l,36718314,51373706,481,236,188526,67,153606,64,144387,PLATINUM
891,Azmalx,29430864,42923099,298,39,223867,64,103263,85,41588,PLATINUM
892,Shiny Meeew,66889918,228206434,72,29,47015,222,28026,19,27504,GOLD
893,yesokno123,32719310,47542012,364,238,142174,157,101161,236,90331,PLATINUM
894,MaDusk,29423238,43629077,107,62,101092,254,89633,53,77063,PLATINUM
895,Staddis Daddi,65950468,227672684,493,412,341866,157,232833,76,107585,GOLD
896,Autistic Dalton,30012369,44207878,252,119,356925,126,64198,236,46262,PLATINUM
897,runescape99,77451169,233094134,340,41,725238,12,151203,119,138786,PLATINUM
898,Pnorth10inFLACID,21431618,34817792,326,80,203532,29,89944,267,85052,PLATINUM
899,evilvic43,23730081,37889787,255,201,119033,412,73181,53,70202,PLATINUM
900,Pallyzor,19521337,32215221,371,63,104688,81,60408,40,53177,GOLD
901,Snobber,82964399,236516369,186,64,50382,53,39990,157,25823,SILVER
902,Chikken,68491993,229316592,297,157,144791,266,90109,236,88173,GOLD
903,Orbe,65133156,227351527,358,61,208681,202,137329,48,111427,GOLD
904,Destzz,40925954,204005056,190,105,121851,67,62926,51,35886,GOLD
905,chickendog,76982984,233834317,449,17,225547,39,121407,92,92437,GOLD
906,Patthebaker225,22945488,36896515,94,157,79359,432,50457,112,36224,SILVER
907,BedSPOON,72080441,231166504,147,51,371866,81,289470,110,245048,GOLD
908,Penguin Inferno,49235653,212272293,181,21,106236,29,50251,18,39640,GOLD
909,Stone GG,47826723,210739196,432,64,65302,236,58518,51,48469,GOLD
910,dn4rd,72681726,231519720,242,157,57722,53,52119,64,32984,SILVER
911,MacNCheese,21078164,34326267,189,28,62901,19,44769,99,25891,BRONZE
912,SHOOSHE,84581235,237431554,229,63,23765,103,22489,21,22322,BRONZE
913,Het377,82914621,236517878,189,17,100524,157,68335,62,36696,BRONZE
914,Davisushimi,84509778,237370482,233,157,108238,92,86725,107,51708,BRONZE
915,garlic88,52807260,215603398,247,12,42591,17,37899,31,30671,BRONZE
916,broski35,61928635,224886911,166,157,70974,412,45883,122,26224,SILVER
917,Acrowl87,69202181,229702553,85,74,137656,497,75929,201,59787,BRONZE
918,Shinigami2003,60589903,221793502,263,114,192632,38,102674,157,41654,BRONZE
919,TZF Æ’usion,84460074,237381724,217,245,340828,202,178364,163,149670,SILVER
920,Dany Dluffy,80589099,202566319,443,104,250128,64,224393,157,217296,PLATINUM
921,Amish Porpoise,68391348,229127780,453,29,155289,110,148002,22,120946,PLATINUM
922,kasinova,24964601,39456785,379,1,96681,141,66568,236,57954,PLATINUM
923,Floki Is Fine,82592060,236240253,244,107,65473,86,41736,19,33805,GOLD
924,SSJ Ammora,20650149,33710320,200,16,289039,21,288961,222,170845,PLATINUM
925,MangÃ¶,68711908,229312539,358,429,253165,236,245726,67,233145,GOLD
926,Yukumi,67580133,228819343,384,45,249424,61,150491,37,128530,GOLD
927,davidepic1,41231666,204191085,147,157,173777,92,126377,11,89308,GOLD
928,AkumaKasai,52431294,215082406,415,64,91606,157,90060,107,58486,GOLD
929,JJDaSackMaster,58970158,220035425,497,122,241348,202,194873,53,158848,GOLD
930,I Thresh Blitz,51758633,214777292,139,412,218141,53,30068,238,26140,SILVER
931,Zelotauros,43081405,205589774,345,51,73255,119,67071,120,62187,SILVER
932,zxetry,77140006,233727813,221,157,144915,41,100329,107,53731,SILVER
933,THExVolTiiK,69291532,229673612,294,84,64874,157,63114,121,56307,SILVER
934,Invultuati,62029132,224876567,119,222,110682,105,42985,61,25619,SILVER
935,Pastafarian613,21015275,34235566,315,41,128654,420,79688,102,77380,SILVER
936,zedyasuo,78239221,234200379,224,157,322978,238,145297,84,127454,GOLD
937,Nordic YMN,50369330,212977322,229,105,49838,29,48600,432,36729,SILVER
938,Sir Shm00py,21821848,35357692,34,412,11655,40,6550,21,3569,SILVER
939,H D,40451905,203489504,349,236,103928,67,81867,81,72728,SILVER
940,SoulwingXD,44570575,207350180,412,412,375377,37,146987,43,104763,GOLD
941,ADC ERUO 443,82649935,236143682,263,67,163786,81,112484,236,92791,GOLD
942,SrgtxWafflz,52891031,215443927,386,67,175298,236,132726,81,66063,PLATINUM
943,HipsterNinja,24722337,39141866,228,78,210549,222,134276,89,111920,PLATINUM
944,midnighth4wk,28731496,42897394,331,18,139609,222,114666,99,90155,GOLD
945,Hey Cunning Girl,67231096,228487591,277,67,525084,51,114149,63,64877,SILVER
946,DolceNight,83431744,237012758,49,19,59004,11,56194,5,30561,GOLD
947,Plebuu,25329309,39852070,435,112,104068,412,70525,61,61567,PLATINUM
948,Tickle Master,64269245,226609756,168,45,458595,15,127228,61,106386,PLATINUM
949,Handsome Yeti,61168024,223168102,407,9,340620,51,136727,25,122851,SILVER
950,iJawaad,44479741,207147596,311,25,94114,412,73149,44,40160,GOLD
951,C9 SneakyFanboy,65502351,227555589,234,18,108313,236,55908,29,55437,PLATINUM
952,TheCrazy8th,23617238,37748784,69,67,14462,141,6786,81,5031,GOLD
953,Throbbin Wo0d,59734555,220943396,204,57,97464,17,58437,53,44801,GOLD
954,It Aint Neil,37530620,200464034,361,236,72748,43,56924,67,55331,GOLD
955,Pretzell,62694829,226234159,242,64,112934,254,109543,2,91175,GOLD
956,halucid,97825,124664,277,223,448707,202,58008,75,55432,GOLD
957,Polecat,78629750,234255033,106,29,270307,22,74650,236,54309,GOLD
958,Faust,26443971,41064376,361,90,114933,28,78395,202,59153,GOLD
959,Rex Profi,34196862,48697212,290,120,61508,113,57097,14,46443,GOLD
960,blueshades,67130507,228465736,203,22,882019,45,334763,32,186382,GOLD
961,bomb57126,53888047,216643801,336,24,268770,23,136989,11,124793,GOLD
962,Monterto,23142150,37108331,390,266,192116,98,111982,86,97956,GOLD
963,RoRoDragon,31976307,46803195,297,267,401571,25,198892,43,125825,GOLD
964,ErickLeGreat,79069444,234583120,310,202,284431,22,139262,157,133950,GOLD
965,oxUNDEADBEASTxo,29622537,43816449,281,412,184727,103,94519,64,83048,GOLD
966,Wet VaJanna,55948459,218041661,394,222,326768,67,218699,40,184313,GOLD
967,JoEtheHoe,19646982,32340867,120,67,88446,51,56526,29,38842,GOLD
968,risen2die,60608441,222361401,490,92,586725,157,262779,64,205573,SILVER
969,Lascelle,81719590,235674716,130,99,204581,106,34892,154,29715,PLATINUM
970,Cat SÃ©xual,24061204,38293800,331,76,288128,107,139161,64,97295,PLATINUM
971,NNAARR,21712521,35210388,184,432,255716,53,106466,40,67785,DIAMOND
972,BÃ©rserk,38896988,201769241,301,104,263731,421,197292,79,187082,PLATINUM
973,Papa Dingo,39919537,202813298,426,268,178221,157,68460,99,64287,PLATINUM
974,xCakeDudex,51841316,214852388,385,41,66057,112,53689,43,38873,PLATINUM
975,Gooder then u,61413693,223338259,373,238,266833,157,186075,412,120288,DIAMOND
976, Æ’uckingRivÃ¨n,47012769,209869002,394,92,365325,55,148903,114,129844,DIAMOND
977,dopemagic,19099351,31793830,445,236,185009,24,166310,1,146428,DIAMOND
978,LoomÃ_,44383754,207269624,389,81,155721,268,129943,98,97932,DIAMOND
979,Pxrto,48192823,211038899,144,236,68245,412,31114,64,25137,PLATINUM
980,Liliychan3,73098123,231946938,118,67,73075,16,17550,35,14848,SILVER
981,Gankyu,20064279,32877741,260,267,134598,40,72201,51,50863,PLATINUM
982,RaveGrill,64723684,226978866,276,99,152385,40,98534,103,86556,GOLD
983,skaternate48,29462382,43622605,105,23,37076,4,35045,67,19904,GOLD
984,Zerakielle,37039498,51415813,218,67,275259,4,200231,238,188846,GOLD
985,Victory Dragon,31841525,46346589,277,34,206492,68,66834,10,46569,PLATINUM
986,GraveD1gg3r,29292109,43403620,215,67,243006,115,175203,105,128623,GOLD
987,SwegMasterYolo,45641977,208691026,315,268,272877,412,119221,107,104914,GOLD
988,Jerkhack,31573249,46190274,486,64,488217,67,278211,157,121475,GOLD
989,WildMuffin,30441518,44462446,296,67,243767,4,145551,236,80540,GOLD
990,asyncr,57731455,219310204,229,92,223053,39,150053,103,126998,SILVER
991,SuperZilouX,73909811,232270587,164,86,110900,78,69678,33,68801,GOLD
992,Z0diak69,57534568,219065253,150,81,132917,119,111285,157,81440,SILVER
993,MyWifisucksBtw,55879529,217701024,213,122,169240,412,144091,53,108778,SILVER
994,STRIKER1911,71552150,230895072,312,238,179857,122,160911,236,133065,SILVER
995,magikafish,20742947,33842536,268,21,314588,90,97040,86,92313,SILVER
996,TehHaxxor,23002067,36727530,294,35,134313,40,113709,25,88036,SILVER
997,Gerardo1234,73077776,231930723,316,157,82378,64,79659,119,76491,SILVER
998,xTrapG0Dx,72111893,231222681,239,104,129990,107,123720,268,119992,GOLD
999,nikutai,70310801,230286769,194,143,109798,18,74311,203,72742,SILVER
0,Ablazeolive,446965,473797,434,112,117429,236,115272,51,106632,challenger
1,Baekk,20598223,33634781,194,7,115439,69,90489,92,73441,challenger
2,stuntopolis,35592112,50164583,294,40,82364,25,56942,412,53318,challenger
3,Teamfighting,61727429,223913076,77,92,304658,126,68618,238,26007,challenger
4,Doubtfull,50877721,213788062,395,421,1032662,245,210863,427,176745,challenger
5,nihonjin,86459717,237987641,283,36,197011,76,166323,154,109960,challenger
6,Apollo Price,7250,34108,257,22,195200,202,182761,110,144433,challenger
7,Tony Top,19587365,32281250,87,24,150205,3,45013,80,41722,challenger
8,Faze Palafox,36400685,50780141,432,61,353694,112,213378,103,151787,challenger
9,GweÃ_ss,22192687,35872324,345,19,199123,104,179867,79,116353,challenger
10,Meta,84389222,237346536,96,141,136681,28,62719,121,56237,challenger
11,CC Dean,37931849,200950816,223,40,574171,23,137891,412,123013,challenger
12,Brother Dyrus,71749871,230957428,327,41,148388,126,112537,122,85949,challenger
13,KiNG Nidhogg,37827053,200847956,271,59,1361965,121,382295,64,208994,challenger
14,Duo Abuse,89881848,241467084,42,92,69182,59,35584,81,30801,challenger
15,Gaow Gaiy,21366420,34721678,336,98,255222,68,224473,150,218895,challenger
16,OMG CIoud,54805628,217154725,72,412,123861,53,21904,143,18928,challenger
17,FoTheWin,59553623,220639249,168,11,139374,79,109143,28,78549,challenger
18,PapÃ¬llon,21295651,34622164,102,81,114967,59,79545,104,77709,challenger
19,bobqinX,60805480,222165743,121,7,129944,236,61711,245,51619,challenger
20,freelancer,20142680,32921958,350,112,171670,432,114846,7,96280,challenger
21,Keegun,68603405,229362787,95,80,941339,64,28789,67,23122,challenger
22,FaZe Trance,24777351,39227327,288,432,363385,412,245585,40,202029,challenger
23,SandPaperX,22141445,35801703,244,43,226339,412,181545,40,126643,challenger
24,Dylaran,33679978,48218496,233,119,357539,412,227088,67,79283,challenger
25,Pekin Woof,21903966,35474353,343,13,174086,7,169912,105,75265,challenger
26,dawolfsclaw,581716,31645391,228,101,433731,161,313934,81,262729,challenger
27,LL Stylish,56539172,218392585,167,238,1763074,161,368233,55,192555,challenger
28,FaZe Shoryu,38911162,201641498,382,236,185306,202,93858,81,86726,challenger
29,AltecJohnny,42762376,205220802,241,81,123140,51,88145,202,66731,challenger
30,LucLogic,24220969,38502878,123,85,349239,240,119009,68,115628,challenger
31,Manifest,22014010,35627513,172,81,90935,51,86729,202,78178,challenger
32,Dhokla,32392626,47198297,324,126,485074,114,472336,39,344019,challenger
33,davidroo,39630512,202375139,300,106,548996,64,219089,412,176468,challenger
34,MorÃ¯arty,20636732,33689527,172,4,253096,38,174917,103,118237,challenger
35,Fragas,25214214,39776546,201,20,83713,59,72564,421,67146,challenger
36,Chimonaa1,26114733,40732462,507,21,82063,61,78499,43,74862,challenger
37,Chapanya,20833616,33969456,270,238,74564,245,72536,268,57737,challenger
38,humans can fly,28712666,42930897,142,114,61478,59,55440,39,50919,challenger
39,Zeyzal,23350752,37408415,386,12,136926,412,77345,48,72079,challenger
40,MLGB BÅ‚ade,48407989,211364552,73,84,365361,39,168525,89,69774,challenger
41,KeegunS,62250480,225764215,32,80,568858,13,4466,57,4160,challenger
42,yeedam,24154639,38417493,308,92,512599,85,150942,8,98750,challenger
43,Lyo,67105577,228653508,358,64,165665,92,90500,67,69195,challenger
44,5fire,21202019,34498223,428,90,80593,202,80019,45,55265,challenger
45,Jayms,30936371,45292858,309,236,127647,81,127144,67,107905,challenger
46,PunOko,58870068,220028092,220,69,142213,245,121661,67,116615,challenger
47,RobbyBob,51680686,214525325,389,238,382861,157,177171,82,168049,challenger
48,LittleFrosty,40131405,203116234,284,4,451312,238,265110,126,142166,challenger
49,blaberfish2,19839806,32578691,311,421,313856,60,309968,121,236746,challenger
50,FaZe CÃ m,35570736,50115125,418,236,413918,202,323842,18,315337,challenger
51,bobqin1,27796007,42275423,98,7,70119,163,61819,236,33881,challenger
52,KT Khan,88399275,239544376,89,150,28053,59,25845,126,24419,challenger
53,YIlIlIlIlI,56901374,218609902,287,11,319795,28,193307,79,150617,challenger
54,MooseHater,44841787,207608678,373,62,532894,157,197695,136,192974,challenger
55,Scrandor,23245665,37281196,334,53,1020834,236,74963,223,71561,challenger
56,Ahigholive,69113290,229751304,110,236,31161,498,27202,13,20114,challenger
57,Piggy Kitten,30266347,44508344,353,163,169189,13,167990,7,160729,challenger
58,5tunt,68401488,229139287,320,16,100349,40,92360,43,85267,challenger
59,DQWjdqwdqwx,77599094,234051460,142,412,113692,117,81850,18,68490,challenger
60,Allorim,24671130,39077192,299,117,281696,57,230891,223,182444,challenger
61,tummysalami,32544079,47425835,323,27,348593,8,49763,43,37167,challenger
62,bobqinXD,21701239,35196312,222,7,207426,4,101642,81,86498,challenger
63,Pants are Dragon,22403576,36154943,446,60,261712,120,172382,16,142626,challenger
64,Shout,22670229,36541962,248,121,354264,9,315896,20,84084,challenger
65,Chasing Summer,22180208,35857265,320,39,525215,126,202883,92,117381,challenger
66,Vulcan1,21276764,34517259,402,412,629082,201,313691,432,229135,challenger
67,UUmeiDe55Kai,65279879,227214341,393,64,284340,80,138682,53,96828,challenger
68,salt on bench,31423432,45947482,301,432,227635,412,83157,43,70390,challenger
69,FaZe KatEvolved,19864171,32610111,102,55,380018,13,11547,268,8934,challenger
70,import top,86869085,238040526,110,126,36965,68,23032,41,22515,challenger
71,LHHS,75099245,232771185,124,76,120871,64,92713,421,49282,challenger
72,Wiggily,20130821,32968085,297,421,270826,60,264598,76,154126,challenger
73,MLGB BIade,40036262,202988570,143,84,412726,39,201710,89,73477,challenger
74, Sudzzi,19920510,32683551,480,61,191463,13,142479,245,116521,challenger
75,LÃ_quid Matt,39040566,201855715,314,432,321336,412,179782,12,169763,challenger
76,Jue VioIe Grace,34925733,49398962,304,68,250678,150,203097,245,178965,challenger
77,Super Metroid,292926,319760,109,254,849877,102,83336,56,80965,challenger
78,MlST LFT,28982480,43136796,449,412,129776,64,120254,236,105516,challenger
79,Phaxen,20793637,33912957,545,412,388070,40,112400,67,106982,challenger
80,Eitori,37832463,200742809,305,103,114819,238,105120,112,88950,challenger
81,AshË‰,23032750,37000834,116,429,61862,18,55243,29,37180,challenger
82,Cris,19770082,32484100,325,126,142033,150,125738,114,122462,challenger
83,salsasister17,77539883,234067283,175,76,319128,59,68982,121,62772,challenger
84,CookiesforSanta,23887566,38090532,570,7,1208903,126,195393,64,174539,challenger
85,Midnight Train,73759385,232211194,213,236,104076,429,70359,18,69815,challenger
86,whitelotus5,87912976,239058444,103,498,32004,429,31668,18,30503,challenger
87,NoahMost,23479635,34732014,474,81,105554,236,102158,202,97395,challenger
88,LeaguÃ©,30045762,44275610,338,92,1196409,64,215439,58,164117,challenger
89,Erry,28663867,42953504,217,202,628515,236,458805,51,318764,challenger
90,Pobelter,2648,29512,337,4,114501,134,106963,112,102938,challenger
91,JurÃ£ssiq,38375098,201320173,131,81,90420,236,89230,110,51584,challenger
92,Warum denkst du,70359148,230427571,196,412,208208,40,123930,43,95889,challenger
93,Im Fuming,20403437,33361507,134,64,123831,126,74602,157,45689,challenger
94,Johnsun,20315488,33238872,450,18,131807,51,95098,236,79324,challenger
95,i need some suga,50169258,212650893,155,432,65371,412,51056,117,39292,challenger
96,mvsh,72411076,231350044,223,81,86143,236,83242,51,62480,challenger
97,MLGB Clown,83552233,237028675,87,37,134509,143,64314,498,49563,challenger
98,TRI POLOSKI,47836799,210738637,289,421,162883,64,136206,79,91326,challenger
99,OneseIf,170340,197179,273,18,147018,81,134967,236,124400,challenger
100,Rikara,21124626,34389376,463,236,189736,81,157981,202,141945,challenger
101,self awakening,22654107,36523936,569,12,319256,40,269693,412,258524,challenger
102,Lebron JamÃ©s ,29533033,43846129,354,236,116160,202,68889,104,68434,challenger
103,Shiphtur,19967304,32746443,312,245,229839,103,215776,115,166413,challenger
104,Nightblue3,25850956,40424646,355,60,359126,107,243823,121,205213,challenger
105,elise player,20918669,34096520,169,60,193862,64,192842,421,92107,challenger
106,CHIEF KEITH,79681807,234873632,161,236,57720,18,55484,29,47467,challenger
107,Flaresz,22058902,35686634,282,126,174772,68,80556,41,65302,challenger
108,way life goes,78739091,234426625,77,236,114246,429,94160,202,32872,challenger
109,Rohammers,20112175,32944345,316,68,369838,41,317852,245,291678,challenger
110,chowdong,21794465,35322403,192,74,974808,420,145561,238,68095,challenger
111,goldenglue,21490433,34897744,362,13,120978,7,107271,64,86928,challenger
112,C9 Sneaky,51405,78247,224,202,308609,236,224286,81,177195,challenger
113,UKP Ã‘eÃ¸Ã¸,75900909,233033899,293,429,400339,81,310271,236,221857,challenger
114,Rallemus,87749107,238435208,121,498,88744,22,56493,202,55351,challenger
115,Isaac Marconis,24017482,38252497,172,13,137952,163,123439,7,71765,challenger
116,Flareszt,68469257,229194346,295,126,106370,92,102646,114,85253,challenger
117,CLA Tuesday,20202108,33071410,164,236,166322,163,138529,134,112558,challenger
118,Tuesdayy,34022147,48340486,342,236,236957,64,196175,134,167761,challenger
119,Acoldblazeolive,30366254,44711577,186,13,62915,112,61892,236,55638,challenger
120,dawolfsfang,579475,31643150,230,101,211546,81,122789,161,113190,challenger
121,Julien,36111109,50656739,293,25,542677,134,531557,112,517024,challenger
